member_id,Age,Gender,Plan_Type,Join_Date,Last_Date,Monthly_Fee,PT_Opted,Status,Total_Revenue,Group_Stage,Member_type,Month,,,,
10246,20,M,Quarterly,06-12-2025,10-10-2025,1000,No,Inactive,3000,18-24,High Risk,Dec-25,,,,
10247,34,M,Quarterly,16-07-2025,28-11-2025,1000,No,Inactive,3000,25-34,High Risk,Jul-25,,,,
10248,22,M,Monthly,04-12-2025,17-12-2025,1200,No,Active,1200,18-24,Safe,Dec-25,,,,
10249,34,M,Quarterly,09-11-2024,07-01-2026,1000,No,Active,3000,25-34,Safe,Nov-24,,,,
10250,41,M,Monthly,21-03-2025,01-12-2025,1700,Yes,Inactive,1700,35+,High Risk,Mar-25,,,,
10251,34,M,Quarterly,17-02-2024,31-10-2025,1500,Yes,Inactive,4500,25-34,High Risk,Feb-24,,,,
10252,44,F,Yearly,19-08-2024,31-12-2025,800,No,Active,9600,35+,Safe,Aug-24,,,,
10253,34,M,Quarterly,19-08-2025,02-01-2026,1000,No,Active,3000,25-34,Safe,Aug-25,,,,
10254,19,M,Yearly,03-08-2024,24-12-2025,1300,Yes,Active,15600,18-24,Safe,Aug-24,,,,
10255,19,M,Yearly,08-08-2023,25-12-2025,800,No,Active,9600,18-24,Safe,Aug-23,,,,
10256,45,M,Yearly,12-04-2024,05-01-2026,800,No,Active,9600,35+,Safe,Apr-24,,,,
10257,39,M,Yearly,06-04-2024,18-12-2025,800,No,Active,9600,35+,Safe,Apr-24,,,,
10258,40,M,Yearly,02-08-2025,21-12-2025,800,No,Active,9600,35+,Safe,Aug-25,,,,
10259,22,F,Quarterly,17-08-2024,24-12-2025,1000,No,Active,3000,18-24,Safe,Aug-24,,,,
10260,18,F,Monthly,21-11-2024,21-12-2025,1700,Yes,Active,1700,18-24,Safe,Nov-24,,,,
10261,18,M,Quarterly,09-11-2023,04-01-2026,1000,No,Active,3000,18-24,Safe,Nov-23,,,,
10262,36,F,Quarterly,23-04-2024,12-10-2025,1500,Yes,Inactive,4500,35+,High Risk,Apr-24,,,,
10263,19,M,Monthly,17-04-2025,18-12-2025,1700,Yes,Active,1700,18-24,Safe,Apr-25,,,,
10264,38,M,Monthly,27-06-2024,10-01-2026,1700,Yes,Active,1700,35+,Safe,Jun-24,,,,
10265,29,M,Yearly,14-02-2025,26-12-2025,1300,Yes,Active,15600,25-34,Safe,Feb-25,,,,
10266,43,F,Yearly,18-08-2025,08-01-2026,1300,Yes,Active,15600,35+,Safe,Aug-25,,,,
10267,23,M,Yearly,15-03-2025,29-12-2025,1300,Yes,Active,15600,18-24,Safe,Mar-25,,,,
10268,40,M,Monthly,11-12-2025,24-12-2025,1200,No,Active,1200,35+,Safe,Dec-25,,,,
10269,21,M,Monthly,23-09-2023,30-10-2025,1700,Yes,Inactive,1700,18-24,High Risk,Sep-23,,,,
10270,40,M,Monthly,06-08-2025,29-12-2025,1200,No,Active,1200,35+,Safe,Aug-25,,,,
10271,28,M,Monthly,21-12-2024,27-09-2025,1700,Yes,Inactive,1700,25-34,High Risk,Dec-24,,,,
10272,41,M,Monthly,12-11-2024,21-12-2025,1200,No,Active,1200,35+,Safe,Nov-24,,,,
10273,44,M,Monthly,22-02-2025,28-12-2025,1200,No,Active,1200,35+,Safe,Feb-25,,,,
10274,34,M,Yearly,31-01-2025,29-12-2025,1300,Yes,Active,15600,25-34,Safe,Jan-25,,,,
10275,23,M,Quarterly,06-11-2023,18-12-2025,1000,No,Active,3000,18-24,Safe,Nov-23,,,,
10276,41,M,Monthly,01-07-2024,29-11-2025,1200,No,Inactive,1200,35+,High Risk,Jul-24,,,,
10277,22,M,Monthly,05-05-2024,08-11-2025,1200,No,Inactive,1200,18-24,High Risk,May-24,,,,
10278,37,M,Quarterly,13-10-2024,19-12-2025,1000,No,Active,3000,35+,Safe,Oct-24,,,,
10279,19,M,Monthly,09-08-2025,02-01-2026,1200,No,Active,1200,18-24,Safe,Aug-25,,,,
10280,23,M,Yearly,24-10-2025,05-01-2026,800,No,Active,9600,18-24,Safe,Oct-25,,,,
10281,39,M,Monthly,04-10-2025,18-09-2025,1200,No,Inactive,1200,35+,High Risk,Oct-25,,,,
10282,28,F,Monthly,18-03-2024,20-12-2025,1700,Yes,Active,1700,25-34,Safe,Mar-24,,,,
10283,33,M,Monthly,26-12-2024,28-12-2025,1200,No,Active,1200,25-34,Safe,Dec-24,,,,
10284,33,M,Monthly,10-06-2024,01-10-2025,1200,No,Inactive,1200,25-34,High Risk,Jun-24,,,,
10285,18,M,Quarterly,18-10-2023,31-12-2025,1000,No,Active,3000,18-24,Safe,Oct-23,,,,
10286,26,M,Quarterly,19-09-2025,29-12-2025,1500,Yes,Active,4500,25-34,Safe,Sep-25,,,,
10287,45,M,Quarterly,15-08-2023,06-01-2026,1000,No,Active,3000,35+,Safe,Aug-23,,,,
10288,44,M,Monthly,31-07-2024,04-01-2026,1200,No,Active,1200,35+,Safe,Jul-24,,,,
10289,23,M,Quarterly,07-04-2025,22-12-2025,1500,Yes,Active,4500,18-24,Safe,Apr-25,,,,
10290,33,M,Quarterly,29-09-2024,26-12-2025,1000,No,Active,3000,25-34,Safe,Sep-24,,,,
10291,20,F,Yearly,20-10-2024,25-12-2025,800,No,Active,9600,18-24,Safe,Oct-24,,,,
10292,37,F,Monthly,18-12-2024,13-11-2025,1200,No,Inactive,1200,35+,High Risk,Dec-24,,,,
10293,45,M,Monthly,19-11-2023,10-01-2026,1200,No,Active,1200,35+,Safe,Nov-23,,,,
10294,44,M,Quarterly,27-09-2023,18-12-2025,1500,Yes,Active,4500,35+,Safe,Sep-23,,,,
10295,21,F,Quarterly,19-10-2024,20-09-2025,1000,No,Inactive,3000,18-24,High Risk,Oct-24,,,,
10296,36,M,Quarterly,11-02-2025,02-01-2026,1000,No,Active,3000,35+,Safe,Feb-25,,,,
10297,43,M,Monthly,07-01-2025,31-10-2025,1700,Yes,Inactive,1700,35+,High Risk,Jan-25,,,,
10298,20,F,Quarterly,04-01-2025,26-12-2025,1500,Yes,Active,4500,18-24,Safe,Jan-25,,,,
10299,36,M,Yearly,08-08-2023,08-01-2026,800,No,Active,9600,35+,Safe,Aug-23,,,,
10300,37,M,Quarterly,20-11-2023,24-12-2025,1500,Yes,Active,4500,35+,Safe,Nov-23,,,,
10301,24,F,Yearly,31-01-2025,30-12-2025,1300,Yes,Active,15600,18-24,Safe,Jan-25,,,,
10302,37,M,Quarterly,04-07-2025,20-12-2025,1000,No,Active,3000,35+,Safe,Jul-25,,,,
10303,26,M,Yearly,16-07-2024,30-12-2025,1300,Yes,Active,15600,25-34,Safe,Jul-24,,,,
10304,18,M,Yearly,03-03-2025,08-01-2026,800,No,Active,9600,18-24,Safe,Mar-25,,,,
10305,25,F,Monthly,22-06-2025,16-09-2025,1700,Yes,Inactive,1700,25-34,High Risk,Jun-25,,,,
10306,24,F,Yearly,09-09-2023,24-12-2025,800,No,Active,9600,18-24,Safe,Sep-23,,,,
10307,35,F,Monthly,12-03-2025,03-01-2026,1200,No,Active,1200,35+,Safe,Mar-25,,,,
10308,25,M,Yearly,27-06-2025,04-12-2025,1300,Yes,Inactive,15600,25-34,High Risk,Jun-25,,,,
10309,18,F,Quarterly,22-04-2025,17-12-2025,1000,No,Active,3000,18-24,Safe,Apr-25,,,,
10310,28,F,Monthly,13-10-2025,03-01-2026,1700,Yes,Active,1700,25-34,Safe,Oct-25,,,,
10311,45,M,Quarterly,28-10-2023,30-12-2025,1000,No,Active,3000,35+,Safe,Oct-23,,,,
10312,42,F,Yearly,02-07-2025,27-10-2025,800,No,Inactive,9600,35+,High Risk,Jul-25,,,,
10313,42,F,Monthly,07-04-2024,02-01-2026,1200,No,Active,1200,35+,Safe,Apr-24,,,,
10314,35,M,Quarterly,04-08-2023,29-12-2025,1000,No,Active,3000,35+,Safe,Aug-23,,,,
10315,40,M,Quarterly,13-12-2023,24-12-2025,1500,Yes,Active,4500,35+,Safe,Dec-23,,,,
10316,27,M,Yearly,09-10-2023,06-01-2026,800,No,Active,9600,25-34,Safe,Oct-23,,,,
10317,20,M,Monthly,16-09-2023,02-01-2026,1200,No,Active,1200,18-24,Safe,Sep-23,,,,
10318,24,M,Monthly,30-09-2024,03-01-2026,1700,Yes,Active,1700,18-24,Safe,Sep-24,,,,
10319,45,M,Monthly,13-07-2024,25-09-2025,1200,No,Inactive,1200,35+,High Risk,Jul-24,,,,
10320,33,F,Quarterly,03-07-2024,29-12-2025,1500,Yes,Active,4500,25-34,Safe,Jul-24,,,,
10321,43,F,Quarterly,13-10-2025,04-01-2026,1000,No,Active,3000,35+,Safe,Oct-25,,,,
10322,33,F,Yearly,25-02-2024,01-01-2026,1300,Yes,Active,15600,25-34,Safe,Feb-24,,,,
10323,42,M,Monthly,05-07-2024,29-12-2025,1200,No,Active,1200,35+,Safe,Jul-24,,,,
10324,37,M,Quarterly,20-10-2024,28-12-2025,1500,Yes,Active,4500,35+,Safe,Oct-24,,,,
10325,45,M,Monthly,08-10-2023,27-10-2025,1700,Yes,Inactive,1700,35+,High Risk,Oct-23,,,,
10326,34,M,Monthly,15-08-2025,01-01-2026,1200,No,Active,1200,25-34,Safe,Aug-25,,,,
10327,19,F,Quarterly,18-12-2023,10-01-2026,1000,No,Active,3000,18-24,Safe,Dec-23,,,,
10328,18,F,Quarterly,22-07-2024,22-12-2025,1000,No,Active,3000,18-24,Safe,Jul-24,,,,
10329,33,M,Quarterly,11-10-2025,09-01-2026,1500,Yes,Active,4500,25-34,Safe,Oct-25,,,,
10330,29,F,Yearly,20-02-2025,08-01-2026,1300,Yes,Active,15600,25-34,Safe,Feb-25,,,,
10331,22,F,Quarterly,27-10-2023,02-01-2026,1000,No,Active,3000,18-24,Safe,Oct-23,,,,
10332,22,M,Yearly,07-04-2024,25-12-2025,800,No,Active,9600,18-24,Safe,Apr-24,,,,
10333,44,F,Yearly,28-07-2024,08-01-2026,1300,Yes,Active,15600,35+,Safe,Jul-24,,,,
10334,40,M,Quarterly,15-09-2023,25-12-2025,1000,No,Active,3000,35+,Safe,Sep-23,,,,
10335,26,M,Yearly,16-08-2024,04-01-2026,800,No,Active,9600,25-34,Safe,Aug-24,,,,
10336,26,M,Quarterly,11-08-2025,09-01-2026,1000,No,Active,3000,25-34,Safe,Aug-25,,,,
10337,20,M,Monthly,26-10-2023,10-12-2025,1200,No,Inactive,1200,18-24,High Risk,Oct-23,,,,
10338,36,M,Quarterly,30-01-2025,25-12-2025,1000,No,Active,3000,35+,Safe,Jan-25,,,,
10339,33,M,Monthly,26-05-2024,21-12-2025,1700,Yes,Active,1700,25-34,Safe,May-24,,,,
10340,33,M,Quarterly,15-09-2024,01-10-2025,1500,Yes,Inactive,4500,25-34,High Risk,Sep-24,,,,
10341,20,M,Quarterly,09-06-2024,05-01-2026,1000,No,Active,3000,18-24,Safe,Jun-24,,,,
10342,37,M,Monthly,03-04-2025,23-09-2025,1200,No,Inactive,1200,35+,High Risk,Apr-25,,,,
10343,41,M,Monthly,06-10-2025,31-12-2025,1200,No,Active,1200,35+,Safe,Oct-25,,,,
10344,39,M,Yearly,25-08-2024,25-12-2025,800,No,Active,9600,35+,Safe,Aug-24,,,,
10345,41,M,Quarterly,06-05-2025,27-12-2025,1000,No,Active,3000,35+,Safe,May-25,,,,
10346,18,M,Monthly,27-08-2023,25-12-2025,1200,No,Active,1200,18-24,Safe,Aug-23,,,,
10347,41,M,Quarterly,02-03-2025,17-12-2025,1500,Yes,Active,4500,35+,Safe,Mar-25,,,,
10348,37,M,Quarterly,11-04-2024,08-10-2025,1500,Yes,Inactive,4500,35+,High Risk,Apr-24,,,,
10349,28,M,Quarterly,10-07-2024,23-12-2025,1000,No,Active,3000,25-34,Safe,Jul-24,,,,
10350,34,F,Yearly,30-08-2025,23-12-2025,800,No,Active,9600,25-34,Safe,Aug-25,,,,
10351,25,M,Quarterly,08-03-2024,09-01-2026,1500,Yes,Active,4500,25-34,Safe,Mar-24,,,,
10352,21,M,Monthly,16-05-2025,05-01-2026,1200,No,Active,1200,18-24,Safe,May-25,,,,
10353,23,F,Yearly,14-02-2024,06-01-2026,800,No,Active,9600,18-24,Safe,Feb-24,,,,
10354,25,F,Yearly,25-02-2024,23-12-2025,800,No,Active,9600,25-34,Safe,Feb-24,,,,
10355,37,F,Monthly,06-10-2023,04-10-2025,1700,Yes,Inactive,1700,35+,High Risk,Oct-23,,,,
10356,20,F,Monthly,05-12-2023,08-10-2025,1200,No,Inactive,1200,18-24,High Risk,Dec-23,,,,
10357,33,M,Monthly,26-04-2024,22-12-2025,1700,Yes,Active,1700,25-34,Safe,Apr-24,,,,
10358,42,M,Quarterly,14-05-2025,27-12-2025,1000,No,Active,3000,35+,Safe,May-25,,,,
10359,20,M,Quarterly,27-04-2025,10-01-2026,1500,Yes,Active,4500,18-24,Safe,Apr-25,,,,
10360,42,M,Quarterly,03-06-2025,23-12-2025,1000,No,Active,3000,35+,Safe,Jun-25,,,,
10361,35,M,Yearly,19-09-2024,09-01-2026,1300,Yes,Active,15600,35+,Safe,Sep-24,,,,
10362,31,M,Yearly,15-10-2023,31-12-2025,800,No,Active,9600,25-34,Safe,Oct-23,,,,
10363,35,M,Monthly,14-09-2023,17-12-2025,1200,No,Active,1200,35+,Safe,Sep-23,,,,
10364,19,F,Monthly,09-11-2025,31-12-2025,1700,Yes,Active,1700,18-24,Safe,Nov-25,,,,
10365,39,F,Monthly,16-09-2023,19-12-2025,1200,No,Active,1200,35+,Safe,Sep-23,,,,
10366,20,M,Monthly,06-08-2025,30-12-2025,1700,Yes,Active,1700,18-24,Safe,Aug-25,,,,
10367,33,F,Quarterly,15-06-2024,11-10-2025,1500,Yes,Inactive,4500,25-34,High Risk,Jun-24,,,,
10368,26,M,Yearly,03-12-2024,30-12-2025,800,No,Active,9600,25-34,Safe,Dec-24,,,,
10369,21,F,Monthly,10-12-2024,17-12-2025,1700,Yes,Active,1700,18-24,Safe,Dec-24,,,,
10370,18,M,Quarterly,06-07-2025,27-12-2025,1000,No,Active,3000,18-24,Safe,Jul-25,,,,
10371,21,F,Yearly,15-09-2025,31-12-2025,800,No,Active,9600,18-24,Safe,Sep-25,,,,
10372,18,M,Monthly,25-03-2025,29-12-2025,1200,No,Active,1200,18-24,Safe,Mar-25,,,,
10373,31,M,Monthly,11-10-2024,03-10-2025,1700,Yes,Inactive,1700,25-34,High Risk,Oct-24,,,,
10374,38,M,Quarterly,17-03-2025,02-01-2026,1000,No,Active,3000,35+,Safe,Mar-25,,,,
10375,33,M,Monthly,27-09-2025,31-12-2025,1200,No,Active,1200,25-34,Safe,Sep-25,,,,
10376,37,M,Yearly,18-07-2024,10-10-2025,1300,Yes,Inactive,15600,35+,High Risk,Jul-24,,,,
10377,41,M,Monthly,12-10-2023,04-12-2025,1200,No,Inactive,1200,35+,High Risk,Oct-23,,,,
10378,25,M,Monthly,29-01-2025,08-01-2026,1700,Yes,Active,1700,25-34,Safe,Jan-25,,,,
10379,24,M,Quarterly,03-10-2025,07-01-2026,1000,No,Active,3000,18-24,Safe,Oct-25,,,,
10380,20,M,Yearly,24-09-2023,24-12-2025,1300,Yes,Active,15600,18-24,Safe,Sep-23,,,,
10381,34,F,Monthly,12-10-2024,27-09-2025,1200,No,Inactive,1200,25-34,High Risk,Oct-24,,,,
10382,18,M,Monthly,13-12-2024,01-01-2026,1200,No,Active,1200,18-24,Safe,Dec-24,,,,
10383,33,M,Monthly,19-09-2025,26-12-2025,1700,Yes,Active,1700,25-34,Safe,Sep-25,,,,
10384,29,M,Monthly,06-06-2025,31-10-2025,1700,Yes,Inactive,1700,25-34,High Risk,Jun-25,,,,
10385,44,F,Monthly,27-10-2023,25-12-2025,1200,No,Active,1200,35+,Safe,Oct-23,,,,
10386,36,M,Quarterly,18-01-2025,06-01-2026,1000,No,Active,3000,35+,Safe,Jan-25,,,,
10387,39,F,Monthly,10-08-2024,20-12-2025,1700,Yes,Active,1700,35+,Safe,Aug-24,,,,
10388,40,F,Monthly,31-01-2025,20-12-2025,1700,Yes,Active,1700,35+,Safe,Jan-25,,,,
10389,39,M,Yearly,17-03-2025,30-12-2025,800,No,Active,9600,35+,Safe,Mar-25,,,,
10390,31,M,Monthly,03-08-2023,04-10-2025,1200,No,Inactive,1200,25-34,High Risk,Aug-23,,,,
10391,23,F,Monthly,20-02-2024,20-12-2025,1200,No,Active,1200,18-24,Safe,Feb-24,,,,
10392,23,F,Monthly,25-08-2023,31-12-2025,1200,No,Active,1200,18-24,Safe,Aug-23,,,,
10393,30,M,Yearly,27-02-2024,27-11-2025,1300,Yes,Inactive,15600,25-34,High Risk,Feb-24,,,,
10394,36,M,Monthly,31-03-2025,20-12-2025,1200,No,Active,1200,35+,Safe,Mar-25,,,,
10395,39,F,Yearly,30-11-2024,28-12-2025,800,No,Active,9600,35+,Safe,Nov-24,,,,
10396,25,M,Yearly,17-09-2023,23-12-2025,1300,Yes,Active,15600,25-34,Safe,Sep-23,,,,
10397,44,F,Monthly,11-09-2023,29-12-2025,1200,No,Active,1200,35+,Safe,Sep-23,,,,
10398,44,M,Yearly,12-04-2024,17-12-2025,800,No,Active,9600,35+,Safe,Apr-24,,,,
10399,19,M,Monthly,07-01-2024,07-01-2026,1700,Yes,Active,1700,18-24,Safe,Jan-24,,,,
10400,38,F,Monthly,30-11-2025,08-01-2026,1200,No,Active,1200,35+,Safe,Nov-25,,,,
10401,18,M,Yearly,19-08-2023,04-01-2026,1300,Yes,Active,15600,18-24,Safe,Aug-23,,,,
10402,45,M,Quarterly,13-01-2024,23-10-2025,1000,No,Inactive,3000,35+,High Risk,Jan-24,,,,
10403,32,M,Quarterly,22-08-2024,02-01-2026,1000,No,Active,3000,25-34,Safe,Aug-24,,,,
10404,18,M,Monthly,11-05-2025,11-11-2025,1700,Yes,Inactive,1700,18-24,High Risk,May-25,,,,
10405,22,M,Quarterly,13-10-2025,31-12-2025,1000,No,Active,3000,18-24,Safe,Oct-25,,,,
10406,45,M,Yearly,04-06-2025,01-01-2026,800,No,Active,9600,35+,Safe,Jun-25,,,,
10407,33,M,Monthly,17-01-2025,10-01-2026,1200,No,Active,1200,25-34,Safe,Jan-25,,,,
10408,36,F,Monthly,21-09-2023,29-12-2025,1200,No,Active,1200,35+,Safe,Sep-23,,,,
10409,21,M,Monthly,14-09-2024,07-01-2026,1200,No,Active,1200,18-24,Safe,Sep-24,,,,
10410,20,M,Monthly,15-07-2024,26-12-2025,1200,No,Active,1200,18-24,Safe,Jul-24,,,,
10411,34,M,Yearly,07-04-2024,06-01-2026,800,No,Active,9600,25-34,Safe,Apr-24,,,,
10412,34,F,Monthly,13-04-2024,09-01-2026,1200,No,Active,1200,25-34,Safe,Apr-24,,,,
10413,29,F,Yearly,22-07-2025,04-01-2026,1300,Yes,Active,15600,25-34,Safe,Jul-25,,,,
10414,45,M,Monthly,09-07-2024,30-12-2025,1200,No,Active,1200,35+,Safe,Jul-24,,,,
10415,31,M,Quarterly,07-12-2023,27-12-2025,1000,No,Active,3000,25-34,Safe,Dec-23,,,,
10416,38,M,Monthly,11-11-2023,19-10-2025,1200,No,Inactive,1200,35+,High Risk,Nov-23,,,,
10417,23,F,Monthly,23-01-2024,04-01-2026,1200,No,Active,1200,18-24,Safe,Jan-24,,,,
10418,20,F,Monthly,14-01-2024,26-12-2025,1200,No,Active,1200,18-24,Safe,Jan-24,,,,
10419,45,M,Monthly,20-09-2025,14-10-2025,1200,No,Inactive,1200,35+,High Risk,Sep-25,,,,
10420,26,F,Quarterly,02-02-2024,01-01-2026,1500,Yes,Active,4500,25-34,Safe,Feb-24,,,,
10421,22,F,Yearly,06-09-2024,03-01-2026,1300,Yes,Active,15600,18-24,Safe,Sep-24,,,,
10422,41,M,Quarterly,23-01-2024,25-12-2025,1000,No,Active,3000,35+,Safe,Jan-24,,,,
10423,34,M,Monthly,25-02-2025,24-09-2025,1700,Yes,Inactive,1700,25-34,High Risk,Feb-25,,,,
10424,31,M,Monthly,13-05-2024,25-12-2025,1700,Yes,Active,1700,25-34,Safe,May-24,,,,
10425,38,M,Monthly,14-09-2024,08-12-2025,1700,Yes,Inactive,1700,35+,High Risk,Sep-24,,,,
10426,20,F,Quarterly,31-10-2025,25-10-2025,1000,No,Inactive,3000,18-24,High Risk,Oct-25,,,,
10427,45,M,Yearly,06-03-2025,27-12-2025,800,No,Active,9600,35+,Safe,Mar-25,,,,
10428,18,M,Yearly,24-04-2025,05-01-2026,800,No,Active,9600,18-24,Safe,Apr-25,,,,
10429,37,M,Monthly,23-04-2024,17-11-2025,1200,No,Inactive,1200,35+,High Risk,Apr-24,,,,
10430,38,M,Quarterly,18-06-2025,09-12-2025,1500,Yes,Inactive,4500,35+,High Risk,Jun-25,,,,
10431,40,M,Quarterly,01-11-2025,28-12-2025,1000,No,Active,3000,35+,Safe,Nov-25,,,,
10432,18,M,Quarterly,31-05-2024,17-12-2025,1000,No,Active,3000,18-24,Safe,May-24,,,,
10433,20,M,Quarterly,04-12-2025,05-11-2025,1000,No,Inactive,3000,18-24,High Risk,Dec-25,,,,
10434,35,M,Quarterly,12-05-2025,31-12-2025,1500,Yes,Active,4500,35+,Safe,May-25,,,,
10435,42,M,Quarterly,22-10-2024,23-12-2025,1500,Yes,Active,4500,35+,Safe,Oct-24,,,,
10436,27,M,Monthly,23-04-2024,05-01-2026,1700,Yes,Active,1700,25-34,Safe,Apr-24,,,,
10437,39,M,Yearly,20-02-2025,26-12-2025,800,No,Active,9600,35+,Safe,Feb-25,,,,
10438,43,M,Monthly,24-01-2024,08-01-2026,1200,No,Active,1200,35+,Safe,Jan-24,,,,
10439,20,M,Quarterly,18-02-2025,30-12-2025,1000,No,Active,3000,18-24,Safe,Feb-25,,,,
10440,25,M,Monthly,19-09-2024,06-10-2025,1200,No,Inactive,1200,25-34,High Risk,Sep-24,,,,
10441,31,M,Quarterly,18-07-2025,07-01-2026,1000,No,Active,3000,25-34,Safe,Jul-25,,,,
10442,41,M,Yearly,04-08-2024,30-12-2025,800,No,Active,9600,35+,Safe,Aug-24,,,,
10443,35,F,Yearly,26-04-2024,24-12-2025,1300,Yes,Active,15600,35+,Safe,Apr-24,,,,
10444,32,M,Yearly,03-08-2024,28-12-2025,800,No,Active,9600,25-34,Safe,Aug-24,,,,
10445,39,M,Quarterly,23-01-2024,22-11-2025,1000,No,Inactive,3000,35+,High Risk,Jan-24,,,,
10446,40,F,Quarterly,25-10-2023,27-12-2025,1500,Yes,Active,4500,35+,Safe,Oct-23,,,,
10447,19,M,Quarterly,13-11-2024,31-12-2025,1000,No,Active,3000,18-24,Safe,Nov-24,,,,
10448,44,M,Yearly,22-09-2025,04-01-2026,800,No,Active,9600,35+,Safe,Sep-25,,,,
10449,27,F,Monthly,08-04-2025,01-01-2026,1200,No,Active,1200,25-34,Safe,Apr-25,,,,
10450,19,F,Yearly,09-10-2025,09-01-2026,800,No,Active,9600,18-24,Safe,Oct-25,,,,
10451,43,M,Yearly,03-09-2023,09-01-2026,800,No,Active,9600,35+,Safe,Sep-23,,,,
10452,34,M,Quarterly,01-12-2023,20-12-2025,1000,No,Active,3000,25-34,Safe,Dec-23,,,,
10453,25,M,Monthly,20-10-2025,01-01-2026,1700,Yes,Active,1700,25-34,Safe,Oct-25,,,,
10454,18,M,Monthly,20-11-2023,18-12-2025,1700,Yes,Active,1700,18-24,Safe,Nov-23,,,,
10455,26,M,Yearly,24-09-2023,25-12-2025,1300,Yes,Active,15600,25-34,Safe,Sep-23,,,,
10456,28,M,Monthly,12-04-2025,18-12-2025,1200,No,Active,1200,25-34,Safe,Apr-25,,,,
10457,39,M,Yearly,09-04-2025,29-11-2025,1300,Yes,Inactive,15600,35+,High Risk,Apr-25,,,,
10458,33,M,Quarterly,18-09-2025,24-12-2025,1500,Yes,Active,4500,25-34,Safe,Sep-25,,,,
10459,24,F,Monthly,25-03-2024,30-12-2025,1700,Yes,Active,1700,18-24,Safe,Mar-24,,,,
10460,27,M,Yearly,28-12-2023,02-01-2026,800,No,Active,9600,25-34,Safe,Dec-23,,,,
10461,40,M,Quarterly,15-10-2025,01-11-2025,1000,No,Inactive,3000,35+,High Risk,Oct-25,,,,
10462,43,M,Quarterly,06-03-2025,05-01-2026,1000,No,Active,3000,35+,Safe,Mar-25,,,,
10463,20,M,Quarterly,07-12-2023,06-01-2026,1000,No,Active,3000,18-24,Safe,Dec-23,,,,
10464,35,M,Monthly,05-10-2024,03-01-2026,1200,No,Active,1200,35+,Safe,Oct-24,,,,
10465,42,M,Yearly,17-08-2025,02-12-2025,800,No,Inactive,9600,35+,High Risk,Aug-25,,,,
10466,41,M,Monthly,16-05-2024,06-01-2026,1200,No,Active,1200,35+,Safe,May-24,,,,
10467,30,M,Yearly,04-04-2025,25-12-2025,800,No,Active,9600,25-34,Safe,Apr-25,,,,
10468,45,M,Yearly,11-09-2024,30-12-2025,1300,Yes,Active,15600,35+,Safe,Sep-24,,,,
10469,43,M,Monthly,11-12-2024,17-11-2025,1200,No,Inactive,1200,35+,High Risk,Dec-24,,,,
10470,24,M,Quarterly,12-11-2024,28-12-2025,1000,No,Active,3000,18-24,Safe,Nov-24,,,,
10471,42,M,Quarterly,28-11-2023,05-01-2026,1000,No,Active,3000,35+,Safe,Nov-23,,,,
10472,21,F,Monthly,30-07-2023,30-10-2025,1200,No,Inactive,1200,18-24,High Risk,Jul-23,,,,
10473,30,M,Yearly,01-12-2023,08-01-2026,1300,Yes,Active,15600,25-34,Safe,Dec-23,,,,
10474,37,M,Monthly,02-04-2024,14-09-2025,1700,Yes,Inactive,1700,35+,High Risk,Apr-24,,,,
10475,18,M,Monthly,04-12-2024,29-12-2025,1200,No,Active,1200,18-24,Safe,Dec-24,,,,
10476,25,M,Quarterly,14-11-2024,30-09-2025,1500,Yes,Inactive,4500,25-34,High Risk,Nov-24,,,,
10477,31,F,Quarterly,14-10-2025,27-12-2025,1000,No,Active,3000,25-34,Safe,Oct-25,,,,
10478,33,M,Quarterly,19-06-2024,18-12-2025,1000,No,Active,3000,25-34,Safe,Jun-24,,,,
10479,31,F,Yearly,12-02-2024,05-01-2026,800,No,Active,9600,25-34,Safe,Feb-24,,,,
10480,29,M,Quarterly,25-11-2025,21-12-2025,1000,No,Active,3000,25-34,Safe,Nov-25,,,,
10481,36,M,Quarterly,17-11-2023,19-12-2025,1000,No,Active,3000,35+,Safe,Nov-23,,,,
10482,40,M,Monthly,25-03-2024,21-09-2025,1200,No,Inactive,1200,35+,High Risk,Mar-24,,,,
10483,32,F,Monthly,29-09-2024,17-12-2025,1200,No,Active,1200,25-34,Safe,Sep-24,,,,
10484,45,M,Monthly,03-08-2024,05-01-2026,1200,No,Active,1200,35+,Safe,Aug-24,,,,
10485,19,M,Monthly,18-03-2025,06-01-2026,1200,No,Active,1200,18-24,Safe,Mar-25,,,,
10486,19,F,Quarterly,11-08-2025,20-12-2025,1000,No,Active,3000,18-24,Safe,Aug-25,,,,
10487,40,M,Monthly,13-06-2025,21-12-2025,1700,Yes,Active,1700,35+,Safe,Jun-25,,,,
10488,39,M,Monthly,30-03-2025,08-01-2026,1200,No,Active,1200,35+,Safe,Mar-25,,,,
10489,36,M,Monthly,23-11-2024,03-01-2026,1200,No,Active,1200,35+,Safe,Nov-24,,,,
10490,42,F,Yearly,13-06-2025,29-12-2025,800,No,Active,9600,35+,Safe,Jun-25,,,,
10491,43,M,Yearly,04-01-2025,25-12-2025,1300,Yes,Active,15600,35+,Safe,Jan-25,,,,
10492,39,F,Quarterly,18-03-2025,08-01-2026,1000,No,Active,3000,35+,Safe,Mar-25,,,,
10493,43,F,Yearly,18-01-2024,07-01-2026,1300,Yes,Active,15600,35+,Safe,Jan-24,,,,
